,word,afinn_score,sentiment,bing_score,combined_score
3349,haggle,0.0,positive,-3.0,-0.75
3358,halfhearted,0.0,positive,-3.0,-0.75
3319,gruesome,0.0,positive,-3.0,-0.75
3383,harangue,0.0,positive,-3.0,-0.75
3391,hard-hit,0.0,positive,-3.0,-0.75
3389,harbors,0.0,positive,-3.0,-0.75
3388,harboring,0.0,positive,-3.0,-0.75
3387,harassment,0.0,positive,-3.0,-0.75
3386,harasses,0.0,positive,-3.0,-0.75
3385,harassed,0.0,positive,-3.0,-0.75
3384,harass,0.0,positive,-3.0,-0.75
3376,haphazard,0.0,positive,-3.0,-0.75
3359,halfheartedly,0.0,positive,-3.0,-0.75
3375,hangs,0.0,positive,-3.0,-0.75
3374,hang,0.0,positive,-3.0,-0.75
3367,handicapped,0.0,positive,-3.0,-0.75
3366,hampered,0.0,positive,-3.0,-0.75
3365,hamper,0.0,positive,-3.0,-0.75
3364,hallucination,0.0,positive,-3.0,-0.75
3363,hallucinate,0.0,positive,-3.0,-0.75
3320,gruesomely,0.0,positive,-3.0,-0.75
3318,grudgingly,0.0,positive,-3.0,-0.75
3393,hard-liner,0.0,positive,-3.0,-0.75
3255,grate,0.0,positive,-3.0,-0.75
3290,grievances,0.0,positive,-3.0,-0.75
3289,grievance,0.0,positive,-3.0,-0.75
3287,grey,-1.0,negative,0.0,-0.75
3269,greasy,0.0,positive,-3.0,-0.75
3268,gray,-1.0,negative,0.0,-0.75
3267,gravely,0.0,positive,-3.0,-0.75
3264,grating,0.0,positive,-3.0,-0.75
3254,grapple,0.0,positive,-3.0,-0.75
3293,grieving,0.0,positive,-3.0,-0.75
3247,grainy,0.0,positive,-3.0,-0.75
3246,graft,0.0,positive,-3.0,-0.75
3242,gracelessly,0.0,positive,-3.0,-0.75
3241,graceless,0.0,positive,-3.0,-0.75
3237,gossip,0.0,positive,-3.0,-0.75
3232,goon,0.0,positive,-3.0,-0.75
3231,goofy,0.0,positive,-3.0,-0.75
3291,grieve,0.0,positive,-3.0,-0.75
3294,grievous,0.0,positive,-3.0,-0.75
3317,grudging,0.0,positive,-3.0,-0.75
3306,grotesque,0.0,positive,-3.0,-0.75
3316,grudges,0.0,positive,-3.0,-0.75
3315,grudge,0.0,positive,-3.0,-0.75
3313,growl,0.0,positive,-3.0,-0.75
3311,grouse,0.0,positive,-3.0,-0.75
3310,groundless,0.0,positive,-3.0,-0.75
3308,grouchy,0.0,positive,-3.0,-0.75
3307,grouch,0.0,positive,-3.0,-0.75
3305,grossly,0.0,positive,-3.0,-0.75
3295,grievously,0.0,positive,-3.0,-0.75
3303,gritty,0.0,positive,-3.0,-0.75
3302,grisly,0.0,positive,-3.0,-0.75
3301,gripes,0.0,positive,-3.0,-0.75
3300,gripe,0.0,positive,-3.0,-0.75
3299,grind,0.0,positive,-3.0,-0.75
3297,grimace,0.0,positive,-3.0,-0.75
3296,grim,0.0,positive,-3.0,-0.75
3392,hard-line,0.0,positive,-3.0,-0.75
3395,hardball,0.0,positive,-3.0,-0.75
3535,hobble,0.0,positive,-3.0,-0.75
3485,hegemonism,0.0,positive,-3.0,-0.75
3498,helplessly,0.0,positive,-3.0,-0.75
3492,hells,0.0,positive,-3.0,-0.75
3491,hellion,0.0,positive,-3.0,-0.75
3490,hell-bent,0.0,positive,-3.0,-0.75
3488,heinous,0.0,positive,-3.0,-0.75
3487,hegemony,0.0,positive,-3.0,-0.75
3486,hegemonistic,0.0,positive,-3.0,-0.75
3484,hefty,0.0,positive,-3.0,-0.75
3501,heresy,0.0,positive,-3.0,-0.75
3483,heedless,0.0,positive,-3.0,-0.75
3482,hedonistic,0.0,positive,-3.0,-0.75
3481,hedge,0.0,positive,-3.0,-0.75
3480,hectic,0.0,positive,-3.0,-0.75
3479,heckles,0.0,positive,-3.0,-0.75
3478,heckled,0.0,positive,-3.0,-0.75
3477,heckle,0.0,positive,-3.0,-0.75
3499,helplessness,0.0,positive,-3.0,-0.75
3502,heretic,0.0,positive,-3.0,-0.75
3474,heavy-handed,0.0,positive,-3.0,-0.75
3521,high-priced,0.0,positive,-3.0,-0.75
3533,hoard,0.0,positive,-3.0,-0.75
3532,ho-hum,0.0,positive,-3.0,-0.75
3531,hissing,0.0,positive,-3.0,-0.75
3530,hissed,0.0,positive,-3.0,-0.75
3529,hiss,0.0,positive,-3.0,-0.75
3527,hinder,0.0,positive,-3.0,-0.75
3526,hiliarious,0.0,positive,-3.0,-0.75
3520,hiding,-1.0,negative,0.0,-0.75
3503,heretical,0.0,positive,-3.0,-0.75
3519,hides,-1.0,negative,0.0,-0.75
3518,hideousness,0.0,positive,-3.0,-0.75
3517,hideously,0.0,positive,-3.0,-0.75
3516,hideous,0.0,positive,-3.0,-0.75
3515,hide,-1.0,negative,0.0,-0.75
3514,hid,-1.0,negative,0.0,-0.75
3513,hestitant,0.0,positive,-3.0,-0.75
3476,heck,0.0,positive,-3.0,-0.75
3471,heathen,0.0,positive,-3.0,-0.75
3396,harden,0.0,positive,-3.0,-0.75
3419,harrow,0.0,positive,-3.0,-0.75
3429,hastily,0.0,positive,-3.0,-0.75
3428,haste,0.0,positive,-3.0,-0.75
3427,hassles,0.0,positive,-3.0,-0.75
3426,hassled,0.0,positive,-3.0,-0.75
3425,hassle,0.0,positive,-3.0,-0.75
3424,hasseling,0.0,positive,-3.0,-0.75
3423,harshly,0.0,positive,-3.0,-0.75
3417,harridan,0.0,positive,-3.0,-0.75
3433,hateful,0.0,positive,-3.0,-0.75
3416,harpy,0.0,positive,-3.0,-0.75
3404,hardships,0.0,positive,-3.0,-0.75
3402,hardliners,0.0,positive,-3.0,-0.75
3401,hardliner,0.0,positive,-3.0,-0.75
3399,hardhearted,0.0,positive,-3.0,-0.75
3398,hardheaded,0.0,positive,-3.0,-0.75
3397,hardened,0.0,positive,-3.0,-0.75
3430,hasty,0.0,positive,-3.0,-0.75
3434,hatefully,0.0,positive,-3.0,-0.75
3469,heartless,0.0,positive,-3.0,-0.75
3451,hazardous,0.0,positive,-3.0,-0.75
3463,heartbreakingly,0.0,positive,-3.0,-0.75
3461,heartbreaker,0.0,positive,-3.0,-0.75
3456,headaches,0.0,positive,-3.0,-0.75
3455,headache,0.0,positive,-3.0,-0.75
3454,head-aches,0.0,positive,-3.0,-0.75
3453,hazy,0.0,positive,-3.0,-0.75
3452,haze,0.0,positive,-3.0,-0.75
3450,hazard,0.0,positive,-3.0,-0.75
3435,hatefulness,0.0,positive,-3.0,-0.75
3449,haywire,0.0,positive,-3.0,-0.75
3448,hawkish,0.0,positive,-3.0,-0.75
3446,haunts,-1.0,negative,0.0,-0.75
3442,haughty,0.0,positive,-3.0,-0.75
3441,haughtily,0.0,positive,-3.0,-0.75
3440,hatred,0.0,positive,-3.0,-0.75
3436,hater,0.0,positive,-3.0,-0.75
3812,inaccurately,0.0,positive,-3.0,-0.75
3814,inactive,0.0,positive,-3.0,-0.75
3815,inadequacy,0.0,positive,-3.0,-0.75
4111,insultingly,0.0,positive,-3.0,-0.75
4120,inteferes,0.0,positive,-3.0,-0.75
4119,intefere,0.0,positive,-3.0,-0.75
4117,insurrection,0.0,positive,-3.0,-0.75
4116,insurmountably,0.0,positive,-3.0,-0.75
4115,insurmountable,0.0,positive,-3.0,-0.75
4114,insupportably,0.0,positive,-3.0,-0.75
4113,insupportable,0.0,positive,-3.0,-0.75
4107,insular,0.0,positive,-3.0,-0.75
4133,interference,0.0,positive,-3.0,-0.75
4106,insufficiently,0.0,positive,-3.0,-0.75
4105,insufficient,0.0,positive,-3.0,-0.75
4104,insufficiency,0.0,positive,-3.0,-0.75
4103,insufferably,0.0,positive,-3.0,-0.75
4102,insufferable,0.0,positive,-3.0,-0.75
4101,insubstantially,0.0,positive,-3.0,-0.75
4100,insubstantial,0.0,positive,-3.0,-0.75
4132,interfere,0.0,positive,-3.0,-0.75
4134,interferes,0.0,positive,-3.0,-0.75
4096,instigators,0.0,positive,-3.0,-0.75
4157,intransigent,0.0,positive,-3.0,-0.75
4170,invalid,0.0,positive,-3.0,-0.75
4169,invader,0.0,positive,-3.0,-0.75
4168,inundated,0.0,positive,-3.0,-0.75
4167,inundate,0.0,positive,-3.0,-0.75
4165,intrusive,0.0,positive,-3.0,-0.75
4164,intrusion,0.0,positive,-3.0,-0.75
4163,intrude,0.0,positive,-3.0,-0.75
4156,intransigence,0.0,positive,-3.0,-0.75
4135,intermittent,0.0,positive,-3.0,-0.75
4155,intractable,0.0,positive,-3.0,-0.75
4154,intoxicate,0.0,positive,-3.0,-0.75
4153,intolerance,0.0,positive,-3.0,-0.75
4152,intolerablely,0.0,positive,-3.0,-0.75
4151,intolerable,0.0,positive,-3.0,-0.75
4149,intimidatingly,0.0,positive,-3.0,-0.75
4141,interruptions,0.0,positive,-3.0,-0.75
4099,insubordinate,0.0,positive,-3.0,-0.75
4095,instigator,0.0,positive,-3.0,-0.75
4172,invalidity,0.0,positive,-3.0,-0.75
4047,innuendo,0.0,positive,-3.0,-0.75
4060,insecurity,0.0,positive,-3.0,-0.75
4058,insatiable,0.0,positive,-3.0,-0.75
4056,insanely,0.0,positive,-3.0,-0.75
4051,inordinately,0.0,positive,-3.0,-0.75
4050,inordinate,0.0,positive,-3.0,-0.75
4049,inopportune,0.0,positive,-3.0,-0.75
4048,inoperable,0.0,positive,-3.0,-0.75
4041,injustices,0.0,positive,-3.0,-0.75
4063,insensitively,0.0,positive,-3.0,-0.75
4038,injurious,0.0,positive,-3.0,-0.75
4036,injure,0.0,positive,-3.0,-0.75
4035,injudicious,0.0,positive,-3.0,-0.75
4034,iniquity,0.0,positive,-3.0,-0.75
4033,iniquitous,0.0,positive,-3.0,-0.75
4032,inimically,0.0,positive,-3.0,-0.75
4031,inimical,0.0,positive,-3.0,-0.75
4061,insensible,0.0,positive,-3.0,-0.75
4065,insidious,0.0,positive,-3.0,-0.75
4094,instigate,0.0,positive,-3.0,-0.75
4079,insociable,0.0,positive,-3.0,-0.75
4092,instable,0.0,positive,-3.0,-0.75
4091,instability,0.0,positive,-3.0,-0.75
4084,insouciance,0.0,positive,-3.0,-0.75
4083,insolvent,0.0,positive,-3.0,-0.75
4082,insolently,0.0,positive,-3.0,-0.75
4081,insolent,0.0,positive,-3.0,-0.75
4080,insolence,0.0,positive,-3.0,-0.75
4077,insinuation,0.0,positive,-3.0,-0.75
4066,insidiously,0.0,positive,-3.0,-0.75
4076,insinuating,0.0,positive,-3.0,-0.75
4075,insinuate,0.0,positive,-3.0,-0.75
4074,insincerity,0.0,positive,-3.0,-0.75
4073,insincerely,0.0,positive,-3.0,-0.75
4072,insincere,0.0,positive,-3.0,-0.75
4071,insignificantly,0.0,positive,-3.0,-0.75
4069,insignificance,0.0,positive,-3.0,-0.75
4171,invalidate,0.0,positive,-3.0,-0.75
4175,invasive,0.0,positive,-3.0,-0.75
4029,inhumane,0.0,positive,-3.0,-0.75
4249,irritation,0.0,positive,-3.0,-0.75
4258,itching,0.0,positive,-3.0,-0.75
4257,itch,0.0,positive,-3.0,-0.75
4256,issues,0.0,positive,-3.0,-0.75
4254,issue,0.0,positive,-3.0,-0.75
4253,isolation,0.0,positive,-3.0,-0.75
4251,isolate,0.0,positive,-3.0,-0.75
4250,irritations,0.0,positive,-3.0,-0.75
4245,irritant,0.0,positive,-3.0,-0.75
4263,jaded,0.0,positive,-3.0,-0.75
4244,irritably,0.0,positive,-3.0,-0.75
4243,irritable,0.0,positive,-3.0,-0.75
4241,irretrievable,0.0,positive,-3.0,-0.75
4240,irretating,0.0,positive,-3.0,-0.75
4239,irresponsibly,0.0,positive,-3.0,-0.75
4237,irresolvable,0.0,positive,-3.0,-0.75
4232,irrepressible,0.0,positive,-3.0,-0.75
4260,jabber,0.0,positive,-3.0,-0.75
4264,jagged,0.0,positive,-3.0,-0.75
4229,irreparable,0.0,positive,-3.0,-0.75
4279,jeers,0.0,positive,-3.0,-0.75
4291,jobless,0.0,positive,-3.0,-0.75
4290,job-killing,0.0,positive,-3.0,-0.75
4289,jittery,0.0,positive,-3.0,-0.75
4288,jitters,0.0,positive,-3.0,-0.75
4287,jitter,0.0,positive,-3.0,-0.75
4283,jerky,0.0,positive,-3.0,-0.75
4280,jeopardize,0.0,positive,-3.0,-0.75
4278,jeeringly,0.0,positive,-3.0,-0.75
4266,jam,0.0,positive,-3.0,-0.75
4277,jeering,0.0,positive,-3.0,-0.75
4276,jeer,0.0,positive,-3.0,-0.75
4275,jealousy,0.0,positive,-3.0,-0.75
4274,jealousness,0.0,positive,-3.0,-0.75
4273,jealously,0.0,positive,-3.0,-0.75
4268,jaundiced,0.0,positive,-3.0,-0.75
4267,jarring,0.0,positive,-3.0,-0.75
4231,irreplacible,0.0,positive,-3.0,-0.75
4228,irrelevant,0.0,positive,-3.0,-0.75
4176,invective,0.0,positive,-3.0,-0.75
4196,irately,0.0,positive,-3.0,-0.75
4203,irksomely,0.0,positive,-3.0,-0.75
4202,irksome,0.0,positive,-3.0,-0.75
4201,irks,0.0,positive,-3.0,-0.75
4200,irking,0.0,positive,-3.0,-0.75
4199,irked,0.0,positive,-3.0,-0.75
4198,irk,0.0,positive,-3.0,-0.75
4197,ire,0.0,positive,-3.0,-0.75
4194,irascible,0.0,positive,-3.0,-0.75
4205,irksomenesses,0.0,positive,-3.0,-0.75
4192,involuntary,0.0,positive,-3.0,-0.75
4191,involuntarily,0.0,positive,-3.0,-0.75
4188,invisible,0.0,positive,-3.0,-0.75
4181,invidiousness,0.0,positive,-3.0,-0.75
4180,invidiously,0.0,positive,-3.0,-0.75
4179,invidious,0.0,positive,-3.0,-0.75
4177,inveigle,0.0,positive,-3.0,-0.75
4204,irksomeness,0.0,positive,-3.0,-0.75
4207,ironical,0.0,positive,-3.0,-0.75
4227,irrelevance,0.0,positive,-3.0,-0.75
4219,irrecoverableness,0.0,positive,-3.0,-0.75
4226,irregularity,0.0,positive,-3.0,-0.75
4225,irregular,0.0,positive,-3.0,-0.75
4224,irreformable,0.0,positive,-3.0,-0.75
4223,irredeemably,0.0,positive,-3.0,-0.75
4222,irredeemable,0.0,positive,-3.0,-0.75
4221,irrecoverably,0.0,positive,-3.0,-0.75
4220,irrecoverablenesses,0.0,positive,-3.0,-0.75
4218,irrecoverable,0.0,positive,-3.0,-0.75
4208,ironically,0.0,positive,-3.0,-0.75
4217,irreconcilable,0.0,positive,-3.0,-0.75
4216,irrationals,0.0,positive,-3.0,-0.75
4215,irrationally,0.0,positive,-3.0,-0.75
4214,irrationality,0.0,positive,-3.0,-0.75
4213,irrationalities,0.0,positive,-3.0,-0.75
4211,irragularity,0.0,positive,-3.0,-0.75
4209,ironies,0.0,positive,-3.0,-0.75
4030,inhumanity,0.0,positive,-3.0,-0.75
4028,inhuman,0.0,positive,-3.0,-0.75
3817,inadequately,0.0,positive,-3.0,-0.75
3872,inconsistencies,0.0,positive,-3.0,-0.75
3881,incorrect,0.0,positive,-3.0,-0.75
3880,inconveniently,0.0,positive,-3.0,-0.75
3877,inconstant,0.0,positive,-3.0,-0.75
3876,inconsolably,0.0,positive,-3.0,-0.75
3875,inconsolable,0.0,positive,-3.0,-0.75
3874,inconsistent,0.0,positive,-3.0,-0.75
3873,inconsistency,0.0,positive,-3.0,-0.75
3871,inconsistence,0.0,positive,-3.0,-0.75
3883,incorrigible,0.0,positive,-3.0,-0.75
3870,inconsiderately,0.0,positive,-3.0,-0.75
3868,inconsequently,0.0,positive,-3.0,-0.75
3867,inconsequentially,0.0,positive,-3.0,-0.75
3866,inconsequential,0.0,positive,-3.0,-0.75
3865,inconsequent,0.0,positive,-3.0,-0.75
3864,incongruously,0.0,positive,-3.0,-0.75
3863,incongruous,0.0,positive,-3.0,-0.75
3882,incorrectly,0.0,positive,-3.0,-0.75
3884,incorrigibly,0.0,positive,-3.0,-0.75
3861,inconceivable,0.0,positive,-3.0,-0.75
3900,indefensible,0.0,positive,-3.0,-0.75
3912,indignity,0.0,positive,-3.0,-0.75
3910,indignantly,0.0,positive,-3.0,-0.75
3908,indigent,0.0,positive,-3.0,-0.75
3905,indeterminate,0.0,positive,-3.0,-0.75
3904,indeterminably,0.0,positive,-3.0,-0.75
3903,indeterminable,0.0,positive,-3.0,-0.75
3901,indelicate,0.0,positive,-3.0,-0.75
3899,indecorum,0.0,positive,-3.0,-0.75
3889,incredulous,0.0,positive,-3.0,-0.75
3898,indecisively,0.0,positive,-3.0,-0.75
3896,indecision,0.0,positive,-3.0,-0.75
3895,indecently,0.0,positive,-3.0,-0.75
3894,indecent,0.0,positive,-3.0,-0.75
3893,indecency,0.0,positive,-3.0,-0.75
3891,inculcate,0.0,positive,-3.0,-0.75
3890,incredulously,0.0,positive,-3.0,-0.75
3862,inconceivably,0.0,positive,-3.0,-0.75
3860,incomprehension,0.0,positive,-3.0,-0.75
3914,indiscreet,0.0,positive,-3.0,-0.75
3826,inapt,0.0,positive,-3.0,-0.75
3835,incendiary,0.0,positive,-3.0,-0.75
3834,incautious,0.0,positive,-3.0,-0.75
3832,incapably,0.0,positive,-3.0,-0.75
3830,inaudible,0.0,positive,-3.0,-0.75
3829,inattentive,0.0,positive,-3.0,-0.75
3828,inarticulate,0.0,positive,-3.0,-0.75
3827,inaptitude,0.0,positive,-3.0,-0.75
3825,inappropriately,0.0,positive,-3.0,-0.75
3838,incessant,0.0,positive,-3.0,-0.75
3824,inappropriate,0.0,positive,-3.0,-0.75
3823,inanely,0.0,positive,-3.0,-0.75
3822,inane,0.0,positive,-3.0,-0.75
3821,inadvisably,0.0,positive,-3.0,-0.75
3820,inadvisable,0.0,positive,-3.0,-0.75
3819,inadverently,0.0,positive,-3.0,-0.75
3818,inadverent,0.0,positive,-3.0,-0.75
3836,incense,0.0,positive,-3.0,-0.75
3839,incessantly,0.0,positive,-3.0,-0.75
3859,incomprehensible,0.0,positive,-3.0,-0.75
3849,incomparable,0.0,positive,-3.0,-0.75
3858,incompliant,0.0,positive,-3.0,-0.75
3857,incomplete,0.0,positive,-3.0,-0.75
3856,incompetently,0.0,positive,-3.0,-0.75
3853,incompatible,0.0,positive,-3.0,-0.75
3852,incompatibility,0.0,positive,-3.0,-0.75
3851,incompatability,0.0,positive,-3.0,-0.75
3850,incomparably,0.0,positive,-3.0,-0.75
3848,incommensurate,0.0,positive,-3.0,-0.75
3840,incite,0.0,positive,-3.0,-0.75
3847,incoherently,0.0,positive,-3.0,-0.75
3846,incoherent,0.0,positive,-3.0,-0.75
3845,incoherence,0.0,positive,-3.0,-0.75
3844,incognizant,0.0,positive,-3.0,-0.75
3843,inclement,0.0,positive,-3.0,-0.75
3842,incivility,0.0,positive,-3.0,-0.75
3841,incitement,0.0,positive,-3.0,-0.75
3913,indiscernible,0.0,positive,-3.0,-0.75
3915,indiscreetly,0.0,positive,-3.0,-0.75
4027,inhospitality,0.0,positive,-3.0,-0.75
3985,infection,0.0,positive,-3.0,-0.75
3993,infidels,0.0,positive,-3.0,-0.75
3992,infidel,0.0,positive,-3.0,-0.75
3991,infested,0.0,positive,-3.0,-0.75
3990,infest,0.0,positive,-3.0,-0.75
3989,infernal,0.0,positive,-3.0,-0.75
3988,inferiority,0.0,positive,-3.0,-0.75
3986,infections,0.0,positive,-3.0,-0.75
3981,infamy,0.0,positive,-3.0,-0.75
3995,infiltrators,0.0,positive,-3.0,-0.75
3980,infamously,0.0,positive,-3.0,-0.75
3979,infamous,0.0,positive,-3.0,-0.75
3975,inextricably,0.0,positive,-3.0,-0.75
3973,inexplainable,0.0,positive,-3.0,-0.75
3972,inexpiable,0.0,positive,-3.0,-0.75
3971,inexpertly,0.0,positive,-3.0,-0.75
3970,inexpert,0.0,positive,-3.0,-0.75
3994,infiltrator,0.0,positive,-3.0,-0.75
3996,infirm,0.0,positive,-3.0,-0.75
3968,inexperience,0.0,positive,-3.0,-0.75
4008,infringe,0.0,positive,-3.0,-0.75
4026,inhospitable,0.0,positive,-3.0,-0.75
4025,inhibition,0.0,positive,-3.0,-0.75
4023,ingratitude,0.0,positive,-3.0,-0.75
4022,ingrate,0.0,positive,-3.0,-0.75
4021,inglorious,0.0,positive,-3.0,-0.75
4015,infuriatingly,0.0,positive,-3.0,-0.75
4010,infringements,0.0,positive,-3.0,-0.75
4007,infraction,0.0,positive,-3.0,-0.75
3997,inflame,0.0,positive,-3.0,-0.75
4005,inflict,0.0,positive,-3.0,-0.75
4004,inflexible,0.0,positive,-3.0,-0.75
4003,inflationary,0.0,positive,-3.0,-0.75
4002,inflated,0.0,positive,-3.0,-0.75
4001,inflammed,0.0,positive,-3.0,-0.75
4000,inflammatory,0.0,positive,-3.0,-0.75
3999,inflammation,0.0,positive,-3.0,-0.75
3969,inexperienced,0.0,positive,-3.0,-0.75
3966,inexorably,0.0,positive,-3.0,-0.75
3916,indiscretion,0.0,positive,-3.0,-0.75
3935,ineffectual,0.0,positive,-3.0,-0.75
3942,inefficiently,0.0,positive,-3.0,-0.75
3941,inefficient,0.0,positive,-3.0,-0.75
3940,inefficiency,0.0,positive,-3.0,-0.75
3939,inefficacy,0.0,positive,-3.0,-0.75
3938,inefficacious,0.0,positive,-3.0,-0.75
3937,ineffectualness,0.0,positive,-3.0,-0.75
3936,ineffectually,0.0,positive,-3.0,-0.75
3934,ineffectiveness,0.0,positive,-3.0,-0.75
3944,inelegant,0.0,positive,-3.0,-0.75
3928,indulge,0.0,positive,-3.0,-0.75
3927,indolent,0.0,positive,-3.0,-0.75
3926,indoctrination,0.0,positive,-3.0,-0.75
3920,indistinguishable,0.0,positive,-3.0,-0.75
3919,indiscriminating,0.0,positive,-3.0,-0.75
3918,indiscriminately,0.0,positive,-3.0,-0.75
3917,indiscriminate,0.0,positive,-3.0,-0.75
3943,inelegance,0.0,positive,-3.0,-0.75
3945,ineligible,0.0,positive,-3.0,-0.75
3965,inexorable,0.0,positive,-3.0,-0.75
3955,inequities,0.0,positive,-3.0,-0.75
3964,inexcusably,0.0,positive,-3.0,-0.75
3963,inexcusable,0.0,positive,-3.0,-0.75
3962,inevitably,0.0,positive,-3.0,-0.75
3961,inevitable,0.0,positive,-3.0,-0.75
3958,inessential,0.0,positive,-3.0,-0.75
3957,inescapably,0.0,positive,-3.0,-0.75
3956,inescapable,0.0,positive,-3.0,-0.75
3954,inequitably,0.0,positive,-3.0,-0.75
3946,ineloquent,0.0,positive,-3.0,-0.75
3953,inequitable,0.0,positive,-3.0,-0.75
3952,inequality,0.0,positive,-3.0,-0.75
3951,inequalities,0.0,positive,-3.0,-0.75
3950,ineptly,0.0,positive,-3.0,-0.75
3949,ineptitude,0.0,positive,-3.0,-0.75
3948,inept,0.0,positive,-3.0,-0.75
3947,ineloquently,0.0,positive,-3.0,-0.75
3230,goof,0.0,positive,-3.0,-0.75
7948,zombie,0.0,positive,-3.0,-0.75
3216,goading,0.0,positive,-3.0,-0.75
3063,fruitless,0.0,positive,-3.0,-0.75
2855,fib,0.0,positive,-3.0,-0.75
3064,fruitlessly,0.0,positive,-3.0,-0.75
2853,fevers,0.0,positive,-3.0,-0.75
2852,feverish,0.0,positive,-3.0,-0.75
2851,fever,0.0,positive,-3.0,-0.75
2850,fetid,0.0,positive,-3.0,-0.75
2842,ferocity,0.0,positive,-3.0,-0.75
2841,ferociously,0.0,positive,-3.0,-0.75
2839,felonious,0.0,positive,-3.0,-0.75
2940,floundering,0.0,positive,-3.0,-0.75
2837,felon,0.0,positive,-3.0,-0.75
2836,fell,0.0,positive,-3.0,-0.75
2831,feint,0.0,positive,-3.0,-0.75
2830,feign,0.0,positive,-3.0,-0.75
3069,frustratingly,0.0,positive,-3.0,-0.75
2828,feebleminded,0.0,positive,-3.0,-0.75
2827,feeblely,0.0,positive,-3.0,-0.75
3071,frustrations,0.0,positive,-3.0,-0.75
2824,feckless,0.0,positive,-3.0,-0.75
2817,fears,0.0,positive,-3.0,-0.75
2813,fearfully,0.0,positive,-3.0,-0.75
2856,fibber,0.0,positive,-3.0,-0.75
3060,frozen,0.0,positive,-3.0,-0.75
3138,gallingly,0.0,positive,-3.0,-0.75
3059,froze,0.0,positive,-3.0,-0.75
2865,fiendish,0.0,positive,-3.0,-0.75
3037,frets,0.0,positive,-3.0,-0.75
3038,friction,0.0,positive,-3.0,-0.75
2864,fiend,0.0,positive,-3.0,-0.75
3039,frictions,0.0,positive,-3.0,-0.75
3040,fried,0.0,positive,-3.0,-0.75
3043,friggin,0.0,positive,-3.0,-0.75
3044,frigging,0.0,positive,-3.0,-0.75
3046,frighten,0.0,positive,-3.0,-0.75
3049,frighteningly,0.0,positive,-3.0,-0.75
3050,frightful,0.0,positive,-3.0,-0.75
3051,frightfully,0.0,positive,-3.0,-0.75
3052,frigid,0.0,positive,-3.0,-0.75
2862,fidget,0.0,positive,-3.0,-0.75
3056,frost,0.0,positive,-3.0,-0.75
2860,fictitious,0.0,positive,-3.0,-0.75
2859,fictional,0.0,positive,-3.0,-0.75
2858,fiction,0.0,positive,-3.0,-0.75
3057,frown,0.0,positive,-3.0,-0.75
2857,fickle,0.0,positive,-3.0,-0.75
3058,frowning,-1.0,negative,0.0,-0.75
2810,faze,0.0,positive,-3.0,-0.75
2809,fawningly,0.0,positive,-3.0,-0.75
2798,faulty,0.0,positive,-3.0,-0.75
3082,fudge,0.0,positive,-3.0,-0.75
3113,futilely,0.0,positive,-3.0,-0.75
3114,futility,0.0,positive,-3.0,-0.75
2785,fathomless,0.0,positive,-3.0,-0.75
2784,fatefully,0.0,positive,-3.0,-0.75
2783,fateful,0.0,positive,-3.0,-0.75
2782,fatcats,0.0,positive,-3.0,-0.75
2781,fatcat,0.0,positive,-3.0,-0.75
2780,fatally,0.0,positive,-3.0,-0.75
3117,fuzzy,0.0,positive,-3.0,-0.75
2777,fatalistically,0.0,positive,-3.0,-0.75
3118,gabble,0.0,positive,-3.0,-0.75
3119,gaff,0.0,positive,-3.0,-0.75
3120,gaffe,0.0,positive,-3.0,-0.75
2776,fatalistic,0.0,positive,-3.0,-0.75
2775,fatal,0.0,positive,-3.0,-0.75
3131,gainsay,0.0,positive,-3.0,-0.75
2774,fat-cats,0.0,positive,-3.0,-0.75
2773,fat-cat,0.0,positive,-3.0,-0.75
2772,fat,0.0,positive,-3.0,-0.75
3132,gainsayer,0.0,positive,-3.0,-0.75
3133,gall,0.0,positive,-3.0,-0.75
3111,fusty,0.0,positive,-3.0,-0.75
3110,fustigate,0.0,positive,-3.0,-0.75
3109,fussy,0.0,positive,-3.0,-0.75
3097,fundamentalism,0.0,positive,-3.0,-0.75
2797,faults,0.0,positive,-3.0,-0.75
3083,fugitive,0.0,positive,-3.0,-0.75
3090,full-blown,0.0,positive,-3.0,-0.75
2795,fault,0.0,positive,-3.0,-0.75
2794,fatuously,0.0,positive,-3.0,-0.75
3091,fulminate,0.0,positive,-3.0,-0.75
3092,fumble,0.0,positive,-3.0,-0.75
3093,fume,0.0,positive,-3.0,-0.75
3094,fumes,0.0,positive,-3.0,-0.75
3098,funeral,-1.0,negative,0.0,-0.75
2790,fatique,0.0,positive,-3.0,-0.75
3099,funerals,-1.0,negative,0.0,-0.75
3102,funnily,0.0,positive,-3.0,-0.75
3105,furiously,0.0,positive,-3.0,-0.75
2793,fatuous,0.0,positive,-3.0,-0.75
3106,furor,0.0,positive,-3.0,-0.75
2792,fatuity,0.0,positive,-3.0,-0.75
3107,fury,0.0,positive,-3.0,-0.75
3108,fuss,0.0,positive,-3.0,-0.75
2791,fatty,0.0,positive,-3.0,-0.75
3036,fretful,0.0,positive,-3.0,-0.75
3035,fret,0.0,positive,-3.0,-0.75
3030,frenzied,0.0,positive,-3.0,-0.75
2920,fleed,0.0,positive,-3.0,-0.75
2983,forlornly,0.0,positive,-3.0,-0.75
2933,flimsy,0.0,positive,-3.0,-0.75
2932,flimflam,0.0,positive,-3.0,-0.75
